lin,CCRT,dia,TR,umi
RJ 03_25C-b3,360,07/12/23,24.9,43
RJ 03_25C-b3,360,07/12/23,24.9,43
RJ 03_25C-b3,420,07/12/23,24.9,43
RJ 03_25C-b3,480,07/12/23,24.9,43
RJ 03_25C-b3,NA,07/12/23,24.9,43
PE 02_25C-b3,390,07/12/23,24.9,43
PE 02_25C-b3,390,07/12/23,24.9,43
PE 02_25C-b3,600,07/12/23,24.9,43
PE 02_25C-b3,NA,07/12/23,24.9,43
PE 02_25C-b3,NA,07/12/23,24.9,43
JP 13_25C-b3,420,07/12/23,24.9,43
JP 13_25C-b3,510,07/12/23,24.9,43
JP 13_25C-b3,510,07/12/23,24.9,43
JP 13_25C-b3,630,07/12/23,24.9,43
JP 13_25C-b3,NA,07/12/23,24.9,43
NE 06_25C-b3,270,07/12/23,24.9,43
NE 06_25C-b3,270,07/12/23,24.9,43
NE 06_25C-b3,300,07/12/23,24.9,43
NE 06_25C-b3,330,07/12/23,24.9,43
NE 06_25C-b3,NA,07/12/23,24.9,43
RJ 06_25C-b3,450,07/12/23,24.9,43
RJ 06_25C-b3,540,07/12/23,24.9,43
RJ 06_25C-b3,540,07/12/23,24.9,43
RJ 06_25C-b3,660,07/12/23,24.9,43
RJ 06_25C-b3,NA,07/12/23,24.9,43
RJ 08_25C-b3,390,07/12/23,24.9,43
RJ 08_25C-b3,480,07/12/23,24.9,43
RJ 08_25C-b3,480,07/12/23,24.9,43
RJ 08_25C-b3,630,07/12/23,24.9,43
RJ 08_25C-b3,720,07/12/23,24.9,43
NE 02_18C-b3,390,07/12/23,24.9,42
NE 02_18C-b3,480,07/12/23,24.9,42
NE 02_18C-b3,480,07/12/23,24.9,42
NE 02_18C-b3,480,07/12/23,24.9,42
NE 02_18C-b3,720,07/12/23,24.9,42
RJ 04_18C-b3,540,07/12/23,24.9,42
RJ 04_18C-b3,540,07/12/23,24.9,42
RJ 04_18C-b3,540,07/12/23,24.9,42
RJ 04_18C-b3,750,07/12/23,24.9,42
RJ 04_18C-b3,NA,07/12/23,24.9,42
JP 12_18C-b3,540,07/12/23,24.9,42
JP 12_18C-b3,540,07/12/23,24.9,42
JP 12_18C-b3,630,07/12/23,24.9,42
JP 12_18C-b3,630,07/12/23,24.9,42
JP 12_18C-b3,NA,07/12/23,24.9,42
PE 06_18C-b3,600,07/12/23,24.9,42
PE 06_18C-b3,600,07/12/23,24.9,42
PE 06_18C-b3,NA,07/12/23,24.9,42
PE 06_18C-b3,NA,07/12/23,24.9,42
PE 06_18C-b3,NA,07/12/23,24.9,42
JP 13_18C-b3,630,07/12/23,24.9,42
JP 13_18C-b3,630,07/12/23,24.9,42
JP 13_18C-b3,660,07/12/23,24.9,42
JP 13_18C-b3,660,07/12/23,24.9,42
JP 13_18C-b3,660,07/12/23,24.9,42
NE 03_18C-b3,390,07/12/23,24.9,42
NE 03_18C-b3,480,07/12/23,24.9,42
NE 03_18C-b3,480,07/12/23,24.9,42
NE 03_18C-b3,480,07/12/23,24.9,42
NE 03_18C-b3,NA,07/12/23,24.9,42
RJ 02_18C-b3,690,07/12/23,24.9,42
RJ 02_18C-b3,780,07/12/23,24.9,42
RJ 02_18C-b3,780,07/12/23,24.9,42
RJ 02_18C-b3,810,07/12/23,24.9,42
RJ 02_18C-b3,870,07/12/23,24.9,42
NE 06_18C-b3,510,07/12/23,24.9,42
NE 06_18C-b3,570,07/12/23,24.9,42
NE 06_18C-b3,570,07/12/23,24.9,42
NE 06_18C-b3,630,07/12/23,24.9,42
NE 06_18C-b3,NA,07/12/23,24.9,42
JP 14_18C-b3,450,07/12/23,24.9,42
JP 14_18C-b3,450,07/12/23,24.9,42
JP 14_18C-b3,450,07/12/23,24.9,42
JP 14_18C-b3,480,07/12/23,24.9,42
JP 14_18C-b3,480,07/12/23,24.9,42
PE 02_18C-b3,540,07/12/23,24.9,42
PE 02_18C-b3,570,07/12/23,24.9,42
PE 02_18C-b3,600,07/12/23,24.9,42
PE 02_18C-b3,600,07/12/23,24.9,42
PE 02_18C-b3,720,07/12/23,24.9,42
NE 01_25C-b3,390,08/12/23,24.8,42
NE 01_25C-b3,420,08/12/23,24.8,42
NE 01_25C-b3,450,08/12/23,24.8,42
NE 01_25C-b3,660,08/12/23,24.8,42
NE 01_25C-b3,NA,08/12/23,24.8,42
RJ 04_25C-b3,480,08/12/23,24.8,42
RJ 04_25C-b3,510,08/12/23,24.8,42
RJ 04_25C-b3,600,08/12/23,24.8,42
RJ 04_25C-b3,NA,08/12/23,24.8,42
RJ 04_25C-b3,NA,08/12/23,24.8,42
JP 12_25C-b3,360,08/12/23,24.8,42
JP 12_25C-b3,390,08/12/23,24.8,42
JP 12_25C-b3,450,08/12/23,24.8,42
JP 12_25C-b3,450,08/12/23,24.8,42
JP 12_25C-b3,NA,08/12/23,24.8,42
PE 06_25C-b3,420,08/12/23,24.8,42
PE 06_25C-b3,510,08/12/23,24.8,42
PE 06_25C-b3,510,08/12/23,24.8,42
PE 06_25C-b3,510,08/12/23,24.8,42
PE 06_25C-b3,NA,08/12/23,24.8,42
JP 03_25C-b3,450,08/12/23,24.8,42
JP 03_25C-b3,480,08/12/23,24.8,42
JP 03_25C-b3,480,08/12/23,24.8,42
JP 03_25C-b3,570,08/12/23,24.8,42
JP 03_25C-b3,630,08/12/23,24.8,42
NE 02_25C-b3,270,08/12/23,24.8,42
NE 02_25C-b3,270,08/12/23,24.8,42
NE 02_25C-b3,300,08/12/23,24.8,42
NE 02_25C-b3,300,08/12/23,24.8,42
NE 02_25C-b3,NA,08/12/23,24.8,42
JP 17_25C-b3,330,08/12/23,24.8,42
JP 17_25C-b3,390,08/12/23,24.8,42
JP 17_25C-b3,420,08/12/23,24.8,42
JP 17_25C-b3,NA,08/12/23,24.8,42
JP 17_25C-b3,NA,08/12/23,24.8,42
NE 04_25C-b3,270,08/12/23,24.8,42
NE 04_25C-b3,270,08/12/23,24.8,42
NE 04_25C-b3,300,08/12/23,24.8,42
NE 04_25C-b3,300,08/12/23,24.8,42
NE 04_25C-b3,330,08/12/23,24.8,42
RJ 01_25C-b3,330,08/12/23,24.8,42
RJ 01_25C-b3,330,08/12/23,24.8,42
RJ 01_25C-b3,390,08/12/23,24.8,42
RJ 01_25C-b3,420,08/12/23,24.8,42
RJ 01_25C-b3,450,08/12/23,24.8,42
PE 03_25C-b3,270,08/12/23,24.8,42
PE 03_25C-b3,300,08/12/23,24.8,42
PE 03_25C-b3,330,08/12/23,24.8,42
PE 03_25C-b3,330,08/12/23,24.8,42
PE 03_25C-b3,360,08/12/23,24.8,42
JP 05_25C-b3,420,08/12/23,24.9,44
JP 05_25C-b3,510,08/12/23,24.9,44
JP 05_25C-b3,510,08/12/23,24.9,44
JP 05_25C-b3,510,08/12/23,24.9,44
JP 05_25C-b3,510,08/12/23,24.9,44
PE 01_25C-b3,390,08/12/23,24.9,44
PE 01_25C-b3,420,08/12/23,24.9,44
PE 01_25C-b3,480,08/12/23,24.9,44
PE 01_25C-b3,480,08/12/23,24.9,44
PE 01_25C-b3,NA,08/12/23,24.9,44
RJ 05_25C-b3,390,08/12/23,24.9,44
RJ 05_25C-b3,570,08/12/23,24.9,44
RJ 05_25C-b3,NA,08/12/23,24.9,44
RJ 05_25C-b3,NA,08/12/23,24.9,44
RJ 05_25C-b3,NA,08/12/23,24.9,44
NE 07_25C-b3,240,08/12/23,24.9,44
NE 07_25C-b3,270,08/12/23,24.9,44
NE 07_25C-b3,270,08/12/23,24.9,44
NE 07_25C-b3,330,08/12/23,24.9,44
NE 07_25C-b3,360,08/12/23,24.9,44
JP 14_25C-b3,480,08/12/23,24.9,44
JP 14_25C-b3,570,08/12/23,24.9,44
JP 14_25C-b3,570,08/12/23,24.9,44
JP 14_25C-b3,660,08/12/23,24.9,44
JP 14_25C-b3,NA,08/12/23,24.9,44
NE 47_18C-b3,330,12/12/23,24.4,46
NE 47_18C-b3,750,12/12/23,24.4,46
NE 47_18C-b3,NA,12/12/23,24.4,46
NE 47_18C-b3,NA,12/12/23,24.4,46
NE 47_18C-b3,NA,12/12/23,24.4,46
JP 42_25C-b3,450,12/12/23,24.4,46
JP 42_25C-b3,450,12/12/23,24.4,46
JP 42_25C-b3,480,12/12/23,24.4,46
JP 42_25C-b3,600,12/12/23,24.4,46
JP 42_25C-b3,600,12/12/23,24.4,46
RJ 40_18C-b3,450,12/12/23,24.4,46
RJ 40_18C-b3,720,12/12/23,24.4,46
RJ 40_18C-b3,720,12/12/23,24.4,46
RJ 40_18C-b3,720,12/12/23,24.4,46
RJ 40_18C-b3,750,12/12/23,24.4,46
RJ 31_25C-b3,390,12/12/23,24.4,46
RJ 31_25C-b3,390,12/12/23,24.4,46
RJ 31_25C-b3,420,12/12/23,24.4,46
RJ 31_25C-b3,420,12/12/23,24.4,46
RJ 31_25C-b3,420,12/12/23,24.4,46
JP 49_18C-b3,450,12/12/23,24.4,46
JP 49_18C-b3,480,12/12/23,24.4,46
JP 49_18C-b3,480,12/12/23,24.4,46
JP 49_18C-b3,510,12/12/23,24.4,46
JP 49_18C-b3,540,12/12/23,24.4,46
RJ 35_25C-b3,480,12/12/23,24.4,46
RJ 35_25C-b3,480,12/12/23,24.4,46
RJ 35_25C-b3,510,12/12/23,24.4,46
RJ 35_25C-b3,510,12/12/23,24.4,46
RJ 35_25C-b3,510,12/12/23,24.4,46
RJ 31_18C-b3,450,12/12/23,24.4,46
RJ 31_18C-b3,450,12/12/23,24.4,46
RJ 31_18C-b3,450,12/12/23,24.4,46
RJ 31_18C-b3,570,12/12/23,24.4,46
RJ 31_18C-b3,570,12/12/23,24.4,46
RJ 41_25C-b3,360,12/12/23,24.4,46
RJ 41_25C-b3,390,12/12/23,24.4,46
RJ 41_25C-b3,390,12/12/23,24.4,46
RJ 41_25C-b3,390,12/12/23,24.4,46
RJ 41_25C-b3,450,12/12/23,24.4,46
NE 26_18C-b3,450,12/12/23,24.4,46
NE 26_18C-b3,450,12/12/23,24.4,46
NE 26_18C-b3,450,12/12/23,24.4,46
NE 26_18C-b3,450,12/12/23,24.4,46
NE 26_18C-b3,NA,12/12/23,24.4,46
JP 47_25C-b3,300,12/12/23,24.4,46
JP 47_25C-b3,360,12/12/23,24.4,46
JP 47_25C-b3,420,12/12/23,24.4,46
JP 47_25C-b3,420,12/12/23,24.4,46
JP 47_25C-b3,540,12/12/23,24.4,46
RJ 32_18C-b3,510,12/12/23,24.6,48
RJ 32_18C-b3,510,12/12/23,24.6,48
RJ 32_18C-b3,600,12/12/23,24.6,48
RJ 32_18C-b3,600,12/12/23,24.6,48
RJ 32_18C-b3,NA,12/12/23,24.6,48
RJ 40_25C-b3,450,12/12/23,24.6,48
RJ 40_25C-b3,480,12/12/23,24.6,48
RJ 40_25C-b3,600,12/12/23,24.6,48
RJ 40_25C-b3,660,12/12/23,24.6,48
RJ 40_25C-b3,690,12/12/23,24.6,48
RJ 42_18C-b3,450,12/12/23,24.6,48
RJ 42_18C-b3,600,12/12/23,24.6,48
RJ 42_18C-b3,630,12/12/23,24.6,48
RJ 42_18C-b3,690,12/12/23,24.6,48
RJ 42_18C-b3,NA,12/12/23,24.6,48
PE 22_25C-b3,300,12/12/23,24.6,48
PE 22_25C-b3,300,12/12/23,24.6,48
PE 22_25C-b3,300,12/12/23,24.6,48
PE 22_25C-b3,330,12/12/23,24.6,48
PE 22_25C-b3,NA,12/12/23,24.6,48
NE 29_18C-b3,330,12/12/23,24.6,48
NE 29_18C-b3,330,12/12/23,24.6,48
NE 29_18C-b3,360,12/12/23,24.6,48
NE 29_18C-b3,540,12/12/23,24.6,48
NE 29_18C-b3,NA,12/12/23,24.6,48
JP 49_25C-b3,300,12/12/23,24.6,48
JP 49_25C-b3,420,12/12/23,24.6,48
JP 49_25C-b3,450,12/12/23,24.6,48
JP 49_25C-b3,NA,12/12/23,24.6,48
JP 49_25C-b3,NA,12/12/23,24.6,48
JP 46_18C-b3,420,12/12/23,24.6,48
JP 46_18C-b3,660,12/12/23,24.6,48
JP 46_18C-b3,660,12/12/23,24.6,48
JP 46_18C-b3,660,12/12/23,24.6,48
JP 46_18C-b3,NA,12/12/23,24.6,48
NE 39_25C-b3,240,12/12/23,24.6,48
NE 39_25C-b3,240,12/12/23,24.6,48
NE 39_25C-b3,240,12/12/23,24.6,48
NE 39_25C-b3,390,12/12/23,24.6,48
NE 39_25C-b3,390,12/12/23,24.6,48
PE 19_18C-b3,510,12/12/23,24.6,48
PE 19_18C-b3,600,12/12/23,24.6,48
PE 19_18C-b3,600,12/12/23,24.6,48
PE 19_18C-b3,630,12/12/23,24.6,48
PE 19_18C-b3,630,12/12/23,24.6,48
NE 47_25C-b3,300,12/12/23,24.6,48
NE 47_25C-b3,300,12/12/23,24.6,48
NE 47_25C-b3,300,12/12/23,24.6,48
NE 47_25C-b3,330,12/12/23,24.6,48
NE 47_25C-b3,NA,12/12/23,24.6,48
JP 40_18C-b3,570,13/12/23,24.6,49
JP 40_18C-b3,570,13/12/23,24.6,49
JP 40_18C-b3,600,13/12/23,24.6,49
JP 40_18C-b3,690,13/12/23,24.6,49
JP 40_18C-b3,NA,13/12/23,24.6,49
NE 30_25C-b3,270,13/12/23,24.6,49
NE 30_25C-b3,270,13/12/23,24.6,49
NE 30_25C-b3,300,13/12/23,24.6,49
NE 30_25C-b3,300,13/12/23,24.6,49
NE 30_25C-b3,300,13/12/23,24.6,49
RJ 35_18C-b3,450,13/12/23,24.6,49
RJ 35_18C-b3,750,13/12/23,24.6,49
RJ 35_18C-b3,750,13/12/23,24.6,49
RJ 35_18C-b3,840,13/12/23,24.6,49
RJ 35_18C-b3,840,13/12/23,24.6,49
JP 50_25C-b3,420,13/12/23,24.6,49
JP 50_25C-b3,420,13/12/23,24.6,49
JP 50_25C-b3,450,13/12/23,24.6,49
JP 50_25C-b3,480,13/12/23,24.6,49
JP 50_25C-b3,NA,13/12/23,24.6,49
JP 42_18C-b3,480,13/12/23,24.6,49
JP 42_18C-b3,720,13/12/23,24.6,49
JP 42_18C-b3,810,13/12/23,24.6,49
JP 42_18C-b3,NA,13/12/23,24.6,49
JP 42_18C-b3,NA,13/12/23,24.6,49
PE 19_25C-b3,600,13/12/23,24.6,49
PE 19_25C-b3,600,13/12/23,24.6,49
PE 19_25C-b3,780,13/12/23,24.6,49
PE 19_25C-b3,810,13/12/23,24.6,49
PE 19_25C-b3,810,13/12/23,24.6,49
PE 22_18C-b3,570,13/12/23,24.6,49
PE 22_18C-b3,570,13/12/23,24.6,49
PE 22_18C-b3,630,13/12/23,24.6,49
PE 22_18C-b3,690,13/12/23,24.6,49
PE 22_18C-b3,NA,13/12/23,24.6,49
RJ 38_25C-b3,480,13/12/23,24.6,49
RJ 38_25C-b3,540,13/12/23,24.6,49
RJ 38_25C-b3,540,13/12/23,24.6,49
RJ 38_25C-b3,540,13/12/23,24.6,49
RJ 38_25C-b3,540,13/12/23,24.6,49
RJ 38_18C-b3,690,13/12/23,24.6,49
RJ 38_18C-b3,690,13/12/23,24.6,49
RJ 38_18C-b3,690,13/12/23,24.6,49
RJ 38_18C-b3,720,13/12/23,24.6,49
RJ 38_18C-b3,NA,13/12/23,24.6,49
JP 52_25C-b3,390,13/12/23,24.6,49
JP 52_25C-b3,390,13/12/23,24.6,49
JP 52_25C-b3,420,13/12/23,24.6,49
JP 52_25C-b3,420,13/12/23,24.6,49
JP 52_25C-b3,420,13/12/23,24.6,49
PE 23_18C-b3,420,14/12/23,25.1,44
PE 23_18C-b3,420,14/12/23,25.1,44
PE 23_18C-b3,450,14/12/23,25.1,44
PE 23_18C-b3,450,14/12/23,25.1,44
PE 23_18C-b3,540,14/12/23,25.1,44
RJ 32_25C-b3,450,14/12/23,25.1,44
RJ 32_25C-b3,450,14/12/23,25.1,44
RJ 32_25C-b3,510,14/12/23,25.1,44
RJ 32_25C-b3,510,14/12/23,25.1,44
RJ 32_25C-b3,540,14/12/23,25.1,44
JP 47_18C-b3,540,14/12/23,25.1,44
JP 47_18C-b3,540,14/12/23,25.1,44
JP 47_18C-b3,570,14/12/23,25.1,44
JP 47_18C-b3,570,14/12/23,25.1,44
JP 47_18C-b3,NA,14/12/23,25.1,44
PE 23_25C-b3,390,14/12/23,25.1,44
PE 23_25C-b3,420,14/12/23,25.1,44
PE 23_25C-b3,420,14/12/23,25.1,44
PE 23_25C-b3,420,14/12/23,25.1,44
PE 23_25C-b3,450,14/12/23,25.1,44
NE 30_18C-b3,420,14/12/23,25.1,44
NE 30_18C-b3,450,14/12/23,25.1,44
NE 30_18C-b3,450,14/12/23,25.1,44
NE 30_18C-b3,450,14/12/23,25.1,44
NE 30_18C-b3,NA,14/12/23,25.1,44
PE 18_25C-b3,480,14/12/23,25.1,44
PE 18_25C-b3,480,14/12/23,25.1,44
PE 18_25C-b3,480,14/12/23,25.1,44
PE 18_25C-b3,540,14/12/23,25.1,44
PE 18_25C-b3,690,14/12/23,25.1,44
RJ 41_18C-b3,570,14/12/23,25.1,44
RJ 41_18C-b3,600,14/12/23,25.1,44
RJ 41_18C-b3,630,14/12/23,25.1,44
RJ 41_18C-b3,720,14/12/23,25.1,44
RJ 41_18C-b3,900,14/12/23,25.1,44
JP 40_25C-b3,420,14/12/23,25.1,44
JP 40_25C-b3,420,14/12/23,25.1,44
JP 40_25C-b3,450,14/12/23,25.1,44
JP 40_25C-b3,450,14/12/23,25.1,44
JP 40_25C-b3,570,14/12/23,25.1,44
PE 24_18C-b3,600,14/12/23,25.1,44
PE 24_18C-b3,600,14/12/23,25.1,44
PE 24_18C-b3,630,14/12/23,25.1,44
PE 24_18C-b3,630,14/12/23,25.1,44
PE 24_18C-b3,690,14/12/23,25.1,44
NE 29_25C-b3,420,14/12/23,25.1,44
NE 29_25C-b3,420,14/12/23,25.1,44
NE 29_25C-b3,480,14/12/23,25.1,44
NE 29_25C-b3,480,14/12/23,25.1,44
NE 29_25C-b3,510,14/12/23,25.1,44
JP 46_25C-b3,390,14/12/23,24.9,49
JP 46_25C-b3,420,14/12/23,24.9,49
JP 46_25C-b3,420,14/12/23,24.9,49
JP 46_25C-b3,540,14/12/23,24.9,49
JP 46_25C-b3,600,14/12/23,24.9,49
PE 25_25C-b3,420,14/12/23,24.9,49
PE 25_25C-b3,420,14/12/23,24.9,49
PE 25_25C-b3,420,14/12/23,24.9,49
PE 25_25C-b3,420,14/12/23,24.9,49
PE 25_25C-b3,570,14/12/23,24.9,49
NE 26_25C-b3,210,14/12/23,24.9,49
NE 26_25C-b3,240,14/12/23,24.9,49
NE 26_25C-b3,300,14/12/23,24.9,49
NE 26_25C-b3,300,14/12/23,24.9,49
NE 26_25C-b3,NA,14/12/23,24.9,49
PE 24_25C-b3,330,14/12/23,24.9,49
PE 24_25C-b3,450,14/12/23,24.9,49
PE 24_25C-b3,510,14/12/23,24.9,49
PE 24_25C-b3,570,14/12/23,24.9,49
PE 24_25C-b3,570,14/12/23,24.9,49
NE 35_25C-b3,300,14/12/23,24.9,49
NE 35_25C-b3,330,14/12/23,24.9,49
NE 35_25C-b3,360,14/12/23,24.9,49
NE 35_25C-b3,NA,14/12/23,24.9,49
NE 35_25C-b3,NA,14/12/23,24.9,49
NE 44_25C-b3,300,14/12/23,24.9,49
NE 44_25C-b3,360,14/12/23,24.9,49
NE 44_25C-b3,360,14/12/23,24.9,49
NE 44_25C-b3,360,14/12/23,24.9,49
NE 44_25C-b3,NA,14/12/23,24.9,49
JP 48_25C-b3,420,14/12/23,24.9,49
JP 48_25C-b3,450,14/12/23,24.9,49
JP 48_25C-b3,450,14/12/23,24.9,49
JP 48_25C-b3,450,14/12/23,24.9,49
JP 48_25C-b3,480,14/12/23,24.9,49
RJ 42_25C-b3,450,14/12/23,24.9,49
RJ 42_25C-b3,480,14/12/23,24.9,49
RJ 42_25C-b3,540,14/12/23,24.9,49
RJ 42_25C-b3,570,14/12/23,24.9,49
RJ 42_25C-b3,570,14/12/23,24.9,49
JP 38_18C-b4,630,27/02/24,25.1,38
JP 38_18C-b4,630,27/02/24,25.1,38
JP 38_18C-b4,630,27/02/24,25.1,38
JP 38_18C-b4,660,27/02/24,25.1,38
JP 38_18C-b4,NA,27/02/24,25.1,38
RJ 17_18C-b4,510,27/02/24,25.1,38
RJ 17_18C-b4,540,27/02/24,25.1,38
RJ 17_18C-b4,540,27/02/24,25.1,38
RJ 17_18C-b4,540,27/02/24,25.1,38
RJ 17_18C-b4,570,27/02/24,25.1,38
RJ 14_18C-b4,480,27/02/24,25.1,38
RJ 14_18C-b4,480,27/02/24,25.1,38
RJ 14_18C-b4,570,27/02/24,25.1,38
RJ 14_18C-b4,630,27/02/24,25.1,38
RJ 14_18C-b4,630,27/02/24,25.1,38
NE 04_18C-b4,450,27/02/24,25.1,38
NE 04_18C-b4,600,27/02/24,25.1,38
NE 04_18C-b4,600,27/02/24,25.1,38
NE 04_18C-b4,840,27/02/24,25.1,38
NE 04_18C-b4,NA,27/02/24,25.1,38
JP 39_18C-b4,480,27/02/24,25.1,38
JP 39_18C-b4,540,27/02/24,25.1,38
JP 39_18C-b4,540,27/02/24,25.1,38
JP 39_18C-b4,540,27/02/24,25.1,38
JP 39_18C-b4,NA,27/02/24,25.1,38
RJ 08_18C-b4,540,27/02/24,25.1,38
RJ 08_18C-b4,570,27/02/24,25.1,38
RJ 08_18C-b4,570,27/02/24,25.1,38
RJ 08_18C-b4,570,27/02/24,25.1,38
RJ 08_18C-b4,570,27/02/24,25.1,38
NE 11_18C-b4,630,27/02/24,25.1,38
NE 11_18C-b4,630,27/02/24,25.1,38
NE 11_18C-b4,750,27/02/24,25.1,38
NE 11_18C-b4,750,27/02/24,25.1,38
NE 11_18C-b4,750,27/02/24,25.1,38
PE 18_18C-b4,390,27/02/24,25.1,38
PE 18_18C-b4,510,27/02/24,25.1,38
PE 18_18C-b4,510,27/02/24,25.1,38
PE 18_18C-b4,510,27/02/24,25.1,38
PE 18_18C-b4,510,27/02/24,25.1,38
RJ 10_18C-b4,420,27/02/24,25.1,38
RJ 10_18C-b4,420,27/02/24,25.1,38
RJ 10_18C-b4,480,27/02/24,25.1,38
RJ 10_18C-b4,480,27/02/24,25.1,38
RJ 10_18C-b4,480,27/02/24,25.1,38
JP 03_18C-b4,270,27/02/24,25.1,38
JP 03_18C-b4,540,27/02/24,25.1,38
JP 03_18C-b4,630,27/02/24,25.1,38
JP 03_18C-b4,630,27/02/24,25.1,38
JP 03_18C-b4,NA,27/02/24,25.1,38
NE 12_18C-b4,420,27/02/24,25.1,41
NE 12_18C-b4,420,27/02/24,25.1,41
NE 12_18C-b4,450,27/02/24,25.1,41
NE 12_18C-b4,450,27/02/24,25.1,41
